0.7190082645
NA
NA
0.7768595041
0.5082644628
NA
NA
0
0.6611570248
NA
NA
NA
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
NA
0.4545454545
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.6611570248
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.3925619835
0.132231405
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.867768595
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.7520661157
NA
NA
NA
0.4566115702
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.4504132231
NA
NA
NA
NA
NA
NA
NA
NA
0.7644628099
NA
NA
NA
0.8099173554
0.847107438
0.5537190083
0.8553719008
0.8553719008
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.8553719008
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
